subject_group,school_code,school_name,major_group_code,selection_requirement,group_majors_text,actual_group_min_score,actual_group_min_rank,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
物理,10291,南京工业大学,209,物+化,材料科学与工程(中外合作办学),569,56426,3,3,,中外合作,1
物理,11232,北京信息科技大学,204,物+化,机械设计制造及其自动化(中外合作办学)，电气工程及其自动化(中外合作办学)，数据科学与大数据技术(中外合作办学),569,56488,7,7,,中外合作,3
物理,10292,常州大学,207,物,信息管理与信息系统,569,56509,1,1,,,1
物理,11078,广州大学,208,物+化,电子信息工程，电气工程及其自动化，机械设计制造及其自动化，通信工程，土木工程，土木工程，智能建造,569,56546,611,611,,,7
物理,10291,南京工业大学,206,物,工业工程，工程管理,569,56800,4,4,,,2
物理,10403,南昌大学,225,物+生,护理学,568,57177,5,5,,,1
物理,10593,广西大学,204,物,会计学，国际经济与贸易，经济学，旅游管理,568,57220,20,20,,,4
物理,10530,湘潭大学,216,物+化,数学类，计算机科学与技术，人工智能(创业菁英班)，应急管理，软件工程，数据科学与大数据技术，智能制造工程(创业菁英班)，机械设计制造及其自动化，自动化，电子信息工程，微电子科学与工程，智能制造工程，能源与动力工程，金属材料工程，高分子材料与工程，光电信息科学与工程，工业设计，网络空间安全，能源化学，新能源材料与器件，食品科学与工程，材料成型及控制工程，化学工程与工艺，土木工程，环境工程，环境科学,568,57409,85,85,,,26
物理,11846,广东外语外贸大学,210,物,西班牙语(国贸双学士学位)，法语(国贸双学士学位)，葡萄牙语(国贸双学士学位)，德语(国贸双学士学位)，意大利语(国贸双学士学位)，俄语(国贸双学士学位)，日语(国贸双学士学位)，英语(师范)，英语,568,57705,353,353,,,9
物理,10254,上海海事大学,205,物,法学(海商法)，交通管理(国航)，经济学类，物流管理，国际经济与贸易，会计学,568,57725,14,14,,,6
物理,10337,浙江工业大学,209,物,国际经济与贸易，应用心理学，金融学，管理科学与工程类，建筑学(5年)，工商管理类，城乡规划,568,57894,24,24,,,7
物理,10173,东北财经大学,215,物,会计学(中外合作办学),568,57897,2,2,,中外合作,1
物理,19635,西南大学(荣昌校区),210,物+化,动物科学(中外合作办学),568,57959,2,2,,中外合作,1
物理,10059,中国民航大学,213,物+化,工科试验班(中欧航空工程师)，工科试验班(智慧空中交通管制)，飞行器适航技术，无人驾驶航空器系统工程，应用气象学，工科试验班(智能与计算机)，工科试验班(航空航天)，信息与计算科学，工科试验班(电子信息与电气自动化)，飞行器运维工程，信息安全，工科试验班(民航安全与应急类)，交通工程，飞行器质量与可靠性，统计学，材料物理，土木工程，材料化学,568,57974,168,168,,,18
物理,10476,河南师范大学,207,物+化,物理学(师范),567,58182,3,3,,普师,1
物理,10626,四川农业大学,208,物+化,动物医学(5年)，农学，动物科学，林学，应用化学，农业资源与环境，食品科学与工程，水产养殖学，环境工程，生物工程,567,58328,44,44,,,10
物理,10277,上海体育大学,209,物+化,数据科学与大数据技术,567,58330,2,2,,,1
物理,10637,重庆师范大学,212,物+政,思想政治教育(师范),567,58381,1,1,,普师,1
物理,10216,燕山大学,205,物+化,机械设计制造及其自动化，机械类，电子信息工程，自动化，车辆工程，电气类，软件工程，工业设计，智能感知工程，工程力学，车辆工程，能源动力类，材料类，土木类，过程装备与控制工程,567,58485,42,42,,,15
物理,10161,大连医科大学,203,物+化,基础医学(其震班)(5年),567,58488,2,2,,,1
物理,11078,广州大学,215,物,法学，国际法,567,58550,65,65,,,2
物理,10184,延边大学,206,物+化,电子信息工程，通信工程，人工智能，机械设计制造及其自动化,567,58797,18,18,,,4
物理,10186,长春理工大学,221,物+化,计算机科学与技术,567,58803,8,8,,,1
物理,10755,新疆大学,211,物+地,地理信息科学,567,58831,2,2,,,1
物理,10065,天津师范大学,224,物+化,计算机科学与技术，计算机科学与技术(师范),567,58947,2,2,,,2
物理,10564,华南农业大学,211,物,汉语言文学，法学，英语，广播电视编导，公共事业管理，行政管理，英语，社会工作，劳动与社会保障，日语，土地资源管理,567,59001,157,157,,,11
物理,10633,成都中医药大学,211,物,中医骨伤科学(5年)，中医养生学(5年)，中医康复学(5年),567,59024,10,10,,,3
物理,10541,湖南中医药大学,208,物,"中医学(卓越中医班,5+3一体化)(5年)，中医学(卓越中西医班5+3一体化)(5年)，中医学(卓越针灸推拿班5+3一体化)(5年)，中医学(卓越中医儿科班,5+3一体化)(5年)，中医学(5年)，中医养生学(5年)，针灸推拿学(5年)，中医康复学(5年)，中医骨伤科学(5年)，中医儿科学(5年)",567,59087,28,28,,,10
物理,10602,广西师范大学,222,物+化,计算机科学与技术,567,59099,2,2,,,1
物理,10520,中南财经政法大学,204,物,电影学(中外合作办学),567,59191,4,4,,中外合作,1
物理,10390,集美大学,104,物+化,航海技术,567,59284,8,8,,不宜女,1
物理,10277,上海体育大学,208,物,工商管理类,567,59285,2,2,,,1
物理,10564,华南农业大学,210,物,会计学，农林经济管理(丁颖创新班)，工商管理，农林经济管理(乡村振兴)，经济学，会计学，金融学，人力资源管理，金融学，市场营销,566,59597,312,312,,,10
物理,10108,山西大学,204,物+化,物理学(国家基地)，光电信息科学与工程，人工智能，数学与应用数学，电气工程及其自动化，电子信息类，信息与计算科学，数据科学与大数据技术，能源与动力工程，智慧建筑与建造,566,59670,38,38,,,10
物理,11845,广东工业大学,214,物,工程管理,566,59722,45,45,,,1
物理,11078,广州大学,202,物+化,化学(师范)，生物科学(师范),566,59770,210,210,,普师,2
物理,10564,华南农业大学,214,物+生,园林,566,59846,33,33,,,1
物理,11078,广州大学,211,物,金融学，金融学(创新班),566,59857,38,38,,,2
物理,10385,华侨大学,206,物+化,临床医学(5年),566,60044,5,5,,,1
物理,10107,石家庄铁道大学,209,物+化,交通运输,566,60221,2,2,,,1
物理,10615,西南石油大学,218,物+化,石油工程，海洋油气工程，电气工程及其自动化，新能源科学与工程，自动化，人工智能，通信工程，机器人工程，机械工程，测控技术与仪器，智能感知工程，材料成型及控制工程，工业设计，土木工程，测绘工程，信息与计算科学，数学与应用数学,566,60269,59,59,,,17
物理,11632,沈阳工程学院,202,物+化,电气工程及其自动化，电气工程与智能控制，机器人工程,566,60351,6,6,,,3
物理,10564,华南农业大学,215,物+化,水利水电工程，土木工程,566,60375,67,67,,,2
物理,10011,北京工商大学,204,物,会计学，保险学,566,60388,11,11,,,2
物理,10058,天津工业大学,213,物,服装设计与工程，信息管理与信息系统,566,60491,4,4,,,2
物理,10140,辽宁大学,214,物,金融学(中外合作办学),565,60787,2,2,,中外合作,1
物理,10652,西南政法大学,107,物+政,侦查学,565,61107,6,6,,男,1
物理,10615,西南石油大学,220,物+化,应用化学，化学工程与工艺，高分子材料与工程，环境工程，过程装备与控制工程,565,61116,17,17,,,5
物理,10059,中国民航大学,212,物,交通管理，物流管理，工商管理类(航空运输管理与航空金融),565,61338,23,23,,,3
物理,10598,广西医科大学,211,物+化,麻醉学(5年)，儿科学(5年),565,61422,4,4,,,2
物理,10412,江西中医药大学,210,物,中医学(5年)，中医养生学(5年)，中医骨伤科学(5年)，针灸推拿学(5年)，中医学(5+3一体化)(5年),565,61437,8,8,,,5
物理,11846,广东外语外贸大学,216,物+化,数学与应用数学(师范)，数学与应用数学,565,61493,173,173,,普师,2
物理,11287,南京审计大学,207,物,审计学，金融审计，会计学，经济统计学，金融学，数字经济，物流管理，工商管理，国际经济与贸易，投资学，电子商务,565,61515,29,29,,,11
物理,10755,新疆大学,213,物+化,数学与应用数学，电气工程及其自动化，智能科学与技术,565,61596,12,12,,,3
物理,10626,四川农业大学,206,物,会计学，经济学，工商管理，农林经济管理,565,61605,20,20,,,4
物理,10564,华南农业大学,213,物,城乡规划，城乡规划(乡村振兴)，风景园林，建筑学(5年),565,61613,82,82,,,4
物理,11658,海南师范大学,237,物,英语(师范),565,61684,2,2,,普师,1
物理,11846,广东外语外贸大学,214,物+政,政治学类,565,61705,10,10,,,1
物理,11835,上海政法学院,211,物,法学，法学，法学，法学，知识产权，法学，法学，国际经济与贸易，审计学，社会工作，财务管理，电子商务及法律，应用心理学,565,61755,28,28,,,13
物理,10626,四川农业大学,207,物+化,电气工程及其自动化，计算机科学与技术，物联网工程，智慧农业，动植物检疫，食品质量与安全，环境生态工程，中草药栽培与鉴定，土木工程，道路桥梁与渡河工程,565,61817,43,43,,,10
物理,11845,广东工业大学,270,物+化,电子科学与技术,565,61818,40,40,,中外联培,1
物理,11845,广东工业大学,218,物+化,环境科学，环境科学，环境科学，环境工程，安全工程,564,62109,168,168,,,5
物理,11646,宁波大学,210,物+化,临床医学(5年)，食品科学与工程，生物科学类，药学,564,62134,26,26,,,4
物理,10224,东北农业大学,211,物,工商管理类,564,62274,3,3,,,1
物理,10626,四川农业大学,205,物,风景园林(5年)，工程造价,564,62347,10,10,,,2
物理,10186,长春理工大学,227,物+化,光电信息科学与工程(中外合作办学)(理学),564,62373,7,7,,中外合作,1
物理,11845,广东工业大学,232,物,大数据管理与应用，信息管理与信息系统，土地资源管理，电子商务,564,62452,144,144,,,4
物理,11287,南京审计大学,208,物,审计学(中外合作办学)，金融工程(中外合作办学)，信息管理与信息系统(中外合作办学),564,62468,7,7,,中外合作,3
物理,11660,重庆理工大学,212,物+化,电气工程及其自动化，软件工程，电子信息工程，机械设计制造及其自动化，材料成型及控制工程，车辆工程，物联网工程，人工智能，新能源科学与工程，测控技术与仪器，储能科学与工程，信息与计算科学，智能科学与技术，智能制造工程，数学与应用数学,564,62477,42,42,,,15
物理,10369,安徽中医药大学,210,物,中医学(5年)，针灸推拿学(5年),564,62529,3,3,,,2
物理,10107,石家庄铁道大学,210,物+化,计算机科学与技术,564,62565,1,1,,,1
物理,10530,湘潭大学,213,物,法学，英语，知识产权，经济学，广告学，金融学，人力资源管理，工商管理，信用风险管理与法律防控，国际经济与贸易,564,62576,24,24,,,10
物理,11079,成都大学,227,物+政,法学,564,62682,2,2,,,1
物理,10140,辽宁大学,208,物,英语,564,62932,3,3,,,1
物理,11079,成都大学,226,物+化+生,临床医学(5年),564,62968,5,5,,,1
物理,11846,广东外语外贸大学,213,物,会计学，审计学，财务管理，财政学类,564,62976,349,349,,,4
物理,10289,江苏科技大学,207,物,管理科学与工程类,563,63100,2,2,,,1
物理,10475,河南大学,228,物+化,软件工程，网络工程,563,63136,55,55,,,2
物理,10345,浙江师范大学,221,物+化,物理学(师范)，人工智能(智能精准诊疗)，数学与应用数学(师范)，计算机科学与技术，软件工程，光电信息科学与工程，电子信息工程，工业设计，智能医学工程，材料科学与工程，机器人工程，智能制造工程,563,63153,43,43,,普师,12
物理,10346,杭州师范大学,207,物+化,机械设计制造及其自动化，工业设计,563,63213,6,6,,,2
物理,11847,佛山大学,208,物+化,口腔医学(5年),563,63250,93,93,,,1
物理,11846,广东外语外贸大学,211,物,国际经济与贸易(法学双学士学位)，国际经济与贸易(西语双学士学位)，金融学(法学双学士学位)，商务英语(数经双学士学位)，国际经济与贸易，金融工程，数字经济，经济学，经济统计学，金融学类,563,63316,575,575,,,10
物理,11835,上海政法学院,210,物,翻译,563,63321,3,3,,,1
物理,10161,大连医科大学,202,物+化,口腔医学(5年)，临床医学(5年)，医学影像学(5年)，中西医临床医学(5年),563,63578,16,16,,,4
物理,11819,东莞理工学院,201,物+化,计算机类,563,63807,306,306,,,1
物理,11078,广州大学,210,物+地,地理科学(师范)，地理科学，地理信息科学，人文地理与城乡规划,563,63839,135,135,,普师,4
物理,10214,哈尔滨理工大学,212,物+化,电气工程及其自动化,563,64013,24,24,,,1
物理,11846,广东外语外贸大学,212,物,法学，商务英语(法学双学士学位)，国际商务，供应链管理，大数据管理与应用,562,64419,301,301,,,5
物理,10390,集美大学,212,物,审计学，经济学,562,64492,4,4,,,2
物理,10058,天津工业大学,214,物+化,材料科学与工程，轻化工程，纺织工程，高分子材料与工程，无机非金属材料工程，环境工程，化学生物学，非织造材料与工程,562,64539,16,16,,,8
物理,10140,辽宁大学,209,物,纪检监察，会计学，数字经济，国际经济与贸易，财政学，经济统计学，金融学类，劳动与社会保障，行政管理,562,64551,34,34,,,9
物理,11845,广东工业大学,227,物,经济学，数字经济，国际经济与贸易，金融工程,562,64594,232,232,,,4
物理,10404,华东交通大学,220,物+化,软件工程，软件工程，软件工程，软件工程，软件工程,562,64639,14,14,,,5
物理,11664,西安邮电大学,208,物,信息管理与信息系统，工业工程，大数据管理与应用，数字经济,562,64665,6,6,,,4
物理,10224,东北农业大学,212,物+化,计算机类，电气工程及其自动化，机械类，数据科学与大数据技术，能源动力类，水利类，土木工程，统计学,562,64910,23,23,,,8
物理,11845,广东工业大学,215,物+化,智能建造，给排水科学与工程，建筑环境与能源应用工程，土木工程，测绘工程,562,64922,135,135,,,5
物理,10755,新疆大学,214,物+化,软件工程,562,65131,12,12,,,1
物理,10673,云南大学,218,物+化,材料科学与工程(中外合作办学)，化学工程与工艺(中外合作办学),562,65305,9,9,,中外合作,2
物理,11847,佛山大学,214,物+化,电气工程及其自动化，自动化，机械设计制造及其自动化,562,65419,410,410,,,3
物理,11660,重庆理工大学,214,物+化,工业设计,561,65570,2,2,,,1
物理,11664,西安邮电大学,210,物+化,通信工程(中外合作办学)，智能科学与技术(中外合作办学)，数据科学与大数据技术(中外合作办学),561,66495,18,18,,中外合作,3
物理,11846,广东外语外贸大学,209,物,汉语言文学(师范)，汉语国际教育(师范)，新闻传播学类，中国语言文学类,561,66612,193,193,,普师,4
物理,10602,广西师范大学,224,物+政,思想政治教育(师范),561,66652,2,2,,普师,1
物理,10589,海南大学,225,物+地,人文地理与城乡规划(中外合作办学),560,66811,2,2,,中外合作,1
物理,11845,广东工业大学,233,物,会计学，工商管理，人力资源管理，市场营销,560,66889,100,100,,,4
物理,10173,东北财经大学,216,物,会计学(中外合作办学),560,66896,2,2,,中外合作,1
物理,10588,广东技术师范大学,202,物,汉语言文学(师范),560,66914,49,49,,普师,1
物理,10406,南昌航空大学,216,物+化,无人驾驶航空器系统工程，飞行器制造工程，飞行器动力工程，机械设计制造及其自动化，测控技术与仪器，自动化，人工智能，电子信息工程，高分子材料与工程，复合材料与工程，金属材料工程，材料成型及控制工程,560,67448,49,49,,,12
物理,11845,广东工业大学,262,物+化,机械设计制造及其自动化，电气工程及其自动化，计算机科学与技术，电气工程及其自动化，机械设计制造及其自动化，机械设计制造及其自动化，计算机科学与技术,560,67661,309,309,,学分互认,7
物理,13437,南昌医学院,212,物+化,口腔医学(5年),560,67868,3,3,,,1
物理,10291,南京工业大学,208,物+化,制药工程(中外合作办学),560,67898,3,3,,中外合作,1
物理,11078,广州大学,213,物,应用心理学，网络与新媒体，网络与新媒体，日语，汉语言文学，广播电视学，广播电视编导，英语,560,67914,84,84,,,8
物理,11847,佛山大学,201,物+化,计算机科学与技术，电子信息工程，集成电路设计与集成系统，智能科学与技术，网络工程，物联网工程,560,67916,530,530,,,6
物理,10254,上海海事大学,206,物+化,计算机科学与技术，电子信息工程，电气工程及其自动化，能源与动力工程，机械设计制造及其自动化，人工智能，大数据管理与应用，机械电子工程，交通工程，管理科学，环境工程，工业设计，安全工程，交通运输，船舶与海洋工程，材料科学与工程，港口航道与海岸工程，数学类,560,68053,67,67,,,18
物理,10412,江西中医药大学,212,物+生,中西医临床医学(5年),560,68055,4,4,,,1
物理,10351,温州大学,213,物+化,数据科学与大数据技术,559,68146,2,2,,,1
物理,10631,重庆医科大学,205,物+化,中西医临床医学(5年)，法医学(5年)，临床药学(5年)，医学影像技术，医学检验技术，预防医学(5年)，药学,559,68318,11,11,,,7
物理,10320,江苏师范大学,216,物+化,自动化，人工智能，遥感科学与技术，智能交互设计,559,68459,7,7,,,4
物理,11078,广州大学,212,物,经济学，数字经济，金融学，金融学，电子商务，工商管理，国际经济与贸易,559,68590,156,156,,,7
物理,10599,右江民族医学院,216,物+化,口腔医学(5年),559,68746,2,2,,,1
物理,10338,浙江理工大学,212,物+化,计算机类，电子信息类，机器人工程，机械类，工业设计，新能源材料与器件，数学类，应用物理学，能源与动力工程，测控技术与仪器，材料类，纺织类，土木类,559,68950,98,98,,,13
物理,10226,哈尔滨医科大学,209,物,运动康复,559,69101,1,1,,,1
物理,10070,天津财经大学,211,物+化,数据科学与大数据技术，软件工程，数学与应用数学,559,69113,7,7,,,3
物理,10634,川北医学院,209,物+化,临床医学(5年),559,69235,10,10,,,1
物理,11810,海南医科大学,201,物,中医学(5年),559,69255,2,2,,,1
物理,11845,广东工业大学,228,物+化,城乡规划(5年)，城乡规划(5年)，风景园林(5年)，建筑学(5年),559,69261,85,85,,,4
物理,10184,延边大学,207,物+化,临床医学(5年)，高分子材料与工程,559,69273,10,10,,,2
物理,10560,汕头大学,205,物+化,计算机科学与技术，电子信息工程，机械设计制造及其自动化，通信工程，计算机科学与技术，电子信息工程，人工智能，机械设计制造及其自动化，微电子科学与工程，电子与计算机工程，通信工程，数据科学与大数据技术，光电信息科学与工程，智能制造工程，材料科学与工程，土木工程，物理学，统计学，数学与应用数学，环境工程，化学工程与工艺，应用化学，智能建造，海洋科学,559,69279,1347,1347,,,24
物理,10759,石河子大学,212,物+化,软件工程,559,69295,6,6,,,1
物理,10489,长江大学,224,物+化,电气工程及其自动化(卓越班)，机械设计制造及其自动化(产业班)，智能科学与技术(产业班),559,69392,5,5,,,3
物理,10407,江西理工大学,220,物+化,软件工程,558,69422,6,6,,,1
物理,10471,河南中医药大学,206,物,针灸推拿学(5年)，中医骨伤科学(5年),558,69466,6,6,,,2
物理,11078,广州大学,207,物+化,光电信息科学与工程，材料科学与工程，化学工程与工艺，生物制药，建筑环境与能源应用工程，给排水科学与工程，环境工程,558,69482,466,466,,,7
物理,10385,华侨大学,205,物+化,电子科学与技术，计算机科学与技术，通信工程，电气工程及其自动化，软件工程，人工智能，机械工程，集成电路设计与集成系统，信息安全，应用物理学(拔尖人才试点班)，数据科学与大数据技术，智能制造工程，工程管理，工业设计，光电信息科学与工程，物联网工程，车辆工程，城市地下空间工程，土木工程，数学与应用数学，给排水科学与工程,558,69667,85,85,,,21
物理,10390,集美大学,103,物+化,轮机工程,558,69766,6,6,,不宜女,1
物理,10407,江西理工大学,217,物+地,地理信息科学,558,69800,4,4,,,1
物理,10570,广州医科大学,204,物+化,生物医学工程，药学，临床药学(5年)，医学检验技术，生物技术，食品卫生与营养学，预防医学(5年),558,69922,578,578,,,7
物理,11845,广东工业大学,272,物+化,数字媒体技术,558,69940,40,40,,中外联培,1
物理,10732,兰州交通大学,211,物,物流管理,558,69953,1,1,,,1
物理,10475,河南大学,227,物+化,计算机科学与技术(中外合作办学),558,69993,15,15,,中外合作,1
物理,10173,东北财经大学,210,物,大数据管理与应用(中外合作办学),558,70013,2,2,,中外合作,1
物理,10011,北京工商大学,205,物+化,化妆品技术与工程，功能材料，食品科学与工程类,558,70089,16,16,,,3
物理,10173,东北财经大学,209,物,会计学，金融学类，会计学，财务管理，金融工程，经济统计学，经济学，数字经济，管理科学，金融科技，国际经济与贸易，信息管理与信息系统，财政学类，市场营销，管理科学与工程类,558,70092,24,24,,,15
物理,10338,浙江理工大学,210,物,国际经济与贸易,558,70162,9,9,,,1
物理,10144,沈阳理工大学,206,物+化,计算机科学与技术,558,70201,1,1,,,1
物理,11658,海南师范大学,234,物+化,化学(师范),558,70337,3,3,,普师,1
物理,10390,集美大学,213,物+化,软件工程，轮机工程(陆上)，智慧交通，船舶与海洋工程，通信工程,558,70591,11,11,,,5
物理,10406,南昌航空大学,218,物+化,物联网工程，数据科学与大数据技术，工业设计,558,70611,7,7,,,3
物理,11845,广东工业大学,267,物,法学,558,70663,10,10,,学分互认,1
物理,10076,河北工程大学,210,物+化,计算机科学与技术,557,70817,2,2,,,1
物理,10623,西华大学,206,物+化,电子信息类，计算机科学与技术，机械设计制造及其自动化，自动化，能源与动力工程，交通工程,557,70908,20,20,,,6
物理,10345,浙江师范大学,222,物+化,化学(师范)，药学,557,70930,7,7,,普师,2
物理,10394,福建师范大学,213,物+化,数学与应用数学(师范)，计算机科学与技术，物理学(师范)，电子信息类，人工智能，材料物理，光电信息科学与工程，软件工程，网络空间安全，储能科学与工程，数据科学，新能源科学与工程,557,71044,61,61,,普师,12
物理,10661,遵义医科大学,215,物+化,口腔医学(5年)，医学影像学(5年)，临床医学(5年),557,71129,116,116,,,3
物理,10016,北京建筑大学,204,物+化,人工智能，智能建造，土木工程(大师班)，土木工程，给排水科学与工程,557,71141,6,6,,,5
物理,10390,集美大学,215,物+化,应用物理学，交通运输,557,71363,4,4,,,2
物理,10541,湖南中医药大学,211,物+化,中西医临床医学(5年)，临床医学(5年)，眼视光医学(5年)，医学影像学(5年)，口腔医学(5年),557,71388,22,22,,,5
物理,11078,广州大学,206,物+化,物理学，数学与应用数学，统计学，天文学，化学，生物科学，环境科学,557,71501,441,441,,,7
物理,10424,山东科技大学,204,物+化,智能制造工程，海洋信息工程，机器人工程(具身智能系统未来技术学院)，船舶与海洋工程,557,71658,13,13,,,4
物理,10615,西南石油大学,217,物,会计学，工程管理，电子商务，国际经济与贸易,557,71682,11,11,,,4
物理,11646,宁波大学,208,物,金融工程，建筑学(5年),557,71685,10,10,,,2
物理,11258,大连大学,205,物+化,机械设计制造及其自动化，电子信息工程,557,71925,2,2,,,2
物理,10536,长沙理工大学,220,物+化,交通运输，交通工程，无机非金属材料工程,557,71930,13,13,,,3
物理,11258,大连大学,206,物+化,软件工程,557,71989,1,1,,,1
物理,10390,集美大学,214,物+化,生物工程,556,72103,3,3,,,1
物理,10520,中南财经政法大学,107,物+政,治安学(金融犯罪治理卓越人才实验班)，公安学类,556,72276,7,7,,男,2
物理,11417,北京联合大学,205,物+地,地理信息科学,556,72300,1,1,,,1
物理,10360,安徽工业大学,210,物+化,电子信息工程，计算机科学与技术,556,72396,2,2,,,2
物理,10264,上海海洋大学,208,物,信息管理与信息系统(中外合作办学),556,72505,15,15,,中外合作,1
物理,10065,天津师范大学,226,物+化,应用物理学,556,72609,3,3,,,1
物理,12044,上海第二工业大学,207,物+化,网络工程，自动化，智能科学与技术，应用统计学，新能源科学与工程,556,72618,10,10,,,5
物理,10633,成都中医药大学,219,物+化,智能医学工程,556,73004,2,2,,中外联培,1
物理,10345,浙江师范大学,224,物+化,软件工程(中外合作办学),556,73129,8,8,,中外合作,1
物理,10225,东北林业大学,212,物+化,计算机科学与技术(中外合作办学)，工程管理(中外合作办学),556,73305,3,3,,中外合作,2
物理,10353,浙江工商大学,208,物,法学类，经济学类，新闻传播学类，法语，社会工作，旅游管理类，外国语言文学类,556,73332,14,14,,,7
物理,10536,长沙理工大学,215,物,英语,556,73334,4,4,,,1
物理,10291,南京工业大学,207,物+化,复合材料与工程，通信工程，化学工程与工艺，土木工程，应用化学，交通工程，水质科学与技术，城乡规划(5年)，环境工程，给排水科学与工程,556,73344,26,26,,,10
物理,11110,广东警官学院,101,物+政,经济犯罪侦查，侦查学，治安学，警务指挥与战术，禁毒学，警犬技术,555,73466,222,222,,男,6
物理,10078,华北水利水电大学,205,物+化,计算机科学与技术,555,73611,4,4,,,1
物理,10560,汕头大学,206,物+化,生物科学，生物医学工程，生物技术，预防医学(5年),555,73663,176,176,,,4
物理,10406,南昌航空大学,217,物+化,电子信息工程(中外合作办学),555,74093,4,4,,中外合作,1
物理,11078,广州大学,214,物,物流管理，会计学，行政管理，建筑学(5年)，城乡规划(5年)，社会学，工程管理,555,74228,136,136,,,7
物理,13437,南昌医学院,211,物+化,临床医学(5年),555,74397,5,5,,,1
物理,10389,福建农林大学,220,物+生,园林,555,74401,2,2,,,1
物理,10680,云南中医药大学,203,物,中医学(5年)，中医养生学(5年),555,74435,3,3,,,2
物理,10392,福建医科大学,204,物+化+生,麻醉学(5年)，口腔医学(5年)，临床医学(5年)，医学检验技术，放射医学(5年)，生物信息学，康复治疗学，眼视光学，智能医学工程,555,74545,13,13,,,9
物理,10513,湖北师范大学,204,物+化,电气工程及其自动化，化学(师范)，生物科学(师范),555,74577,6,6,,,3
物理,10065,天津师范大学,225,物+化,化学(师范)，化学生物学，生物科学(师范)，生物技术,555,74597,9,9,,普师,4
物理,11417,北京联合大学,206,物+化,电气工程及其自动化，工业设计，计算机科学与技术，软件工程,555,74634,10,10,,,4
物理,10065,天津师范大学,223,物+化,物理学(师范)，数学与应用数学，数据科学与大数据技术，人工智能，通信工程，电子信息科学与技术,554,74786,12,12,,普师,6
物理,10225,东北林业大学,211,物+化,生物技术(中外合作办学)，化学(中外合作办学),554,74816,4,4,,中外合作,2
物理,11117,扬州大学,208,物+化,光电信息科学与工程，机械设计制造及其自动化，数学与应用数学(师范)，环境工程，土木工程，智慧水利,554,74865,13,13,,,6
物理,11117,扬州大学,207,物,教育技术学(师范),554,74905,2,2,,普师,1
物理,10560,汕头大学,203,物,网络与新媒体，英语，网络与新媒体，广告学，西班牙语，国际新闻与传播，新闻学，汉语言文学,554,75184,175,175,,,8
物理,11075,三峡大学,211,物+化,水利水电工程，智慧水利，核工程与核技术，土木工程，材料成型及控制工程,554,75265,21,21,,,5
物理,10595,桂林电子科技大学,207,物+化,通信工程，电子信息工程，计算机科学与技术，人工智能，电子科学与技术，微电子科学与工程，光电信息科学与工程，电气工程及其自动化，机械设计制造及其自动化，机械电子工程，自动化，导航工程，网络空间安全，信息安全，信息与计算科学，物联网工程，智能科学与技术，智能装备与系统，智能制造工程，电子封装技术，应用统计学，生物医学工程，智慧交通，智能感知工程，材料成型及控制工程，建筑环境与能源应用工程，车辆工程，高分子材料与工程，环境工程，测控技术与仪器，材料科学与工程，土木工程,554,75302,121,121,,,32
物理,10637,重庆师范大学,210,物+化,数学与应用数学(师范)，软件工程，计算机科学与技术，智能科学与技术,554,75410,20,20,,普师,4
物理,10222,佳木斯大学,213,物+化+生,口腔医学(5年),554,75509,5,5,,,1
物理,10345,浙江师范大学,219,物,应用心理学(师范)，工商管理类,554,75593,7,7,,普师,2
物理,10200,东北师范大学,220,物,金融学(中外合作办学),554,75671,3,3,,中外合作,1
物理,10029,首都体育学院,205,物,运动人体科学，运动康复,554,75816,4,4,,,2
物理,10065,天津师范大学,221,物+地,地理信息科学,554,75850,4,4,,,1
物理,10224,东北农业大学,213,物+化,工程管理,554,75890,2,2,,,1
物理,10338,浙江理工大学,209,物,服装设计与工程，外国语言文学类，经济与贸易类，建筑学(5年),554,76064,20,20,,,4
物理,10601,桂林医科大学,204,物+化,口腔医学(5年)，临床医学(5年)，预防医学(5年)，生物制药,553,76452,10,10,,,4
物理,10536,长沙理工大学,219,物+化,化学工程与工艺，化学生物学，食品科学与工程，应用化学，轻化工程，生物工程，环境工程,553,76488,23,23,,,7
物理,10404,华东交通大学,218,物,会计学，会计学，会计学，会计学,553,76525,6,6,,,4
物理,11658,海南师范大学,233,物+化,计算机科学与技术(师范),553,76577,2,2,,普师,1
物理,10595,桂林电子科技大学,208,物+化,数字媒体技术(中外合作办学),553,76683,6,6,,中外合作,1
物理,10089,河北医科大学,207,物+化+生,临床医学(5年)，麻醉学(5年)，儿科学(5年)，医学检验技术,553,76718,12,12,,,4
物理,10225,东北林业大学,208,物,经济学类，法学，风景园林，工商管理类，广告学,553,76825,7,7,,,5
物理,11660,重庆理工大学,213,物+化,化学工程与工艺，制药工程,553,77001,6,6,,,2
物理,10588,广东技术师范大学,204,物+化,电气工程及其自动化，人工智能，网络空间安全，网络工程,553,77060,120,120,,,4
物理,10343,温州医科大学,205,物+化,眼视光医学(5+3一体化)(5年)，临床医学(新医科交大医学班)(5年)，临床医学(5年)，临床医学(检验医师培养试验班)(5年)，眼视光医学(5年)，生物医药数据科学，药学，中药学,553,77307,17,17,,,8
物理,10407,江西理工大学,219,物+化,电子科学与技术(中外合作办学),553,77423,2,2,,中外合作,1
物理,10708,陕西科技大学,207,物+化,计算机科学与技术(中外合作办学),553,77503,4,4,,中外合作,1
